customer_id,Name,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
fffe43004900440035003900350033003200,Palma Lindamood,27,M,8FY1Q1W,City,Basic Membership,2015-07-21,No,xxxxxxxx,Without Offers,?,Wi-Fi,05:07:51,18,1454.4125351564203,13697.93,17.0,634.57,Yes,No,No,Not Applicable,Poor Product Quality,5
fffe43004900440031003600330033003100,Xenia Emmons,44,F,6AJN5E0,Town,Gold Membership,2016-03-27,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:04:18,12,91.77,25338.41,18.0,619.44,No,Yes,No,Not Applicable,No reason specified,4
fffe43004900440034003600300034003200,Dominick Devlin,62,M,ZDD8AT8,City,Silver Membership,2017-12-21,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,07:03:31,6,33.56,33004.79,19.0,789.18,Yes,No,Yes,Unsolved,Too many ads,3
fffe43004900440032003800330039003100,Neoma Silva,43,F,4O8ZDUZ,City,Silver Membership,2016-11-20,Yes,CID30195,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:48:30,11,1307.65,12756.99,7.0,759.5010144519645,Yes,Yes,Yes,Solved in Follow-up,Too many ads,4
fffe43004900440034003400370035003600,Karlyn Holgate,57,F,C6KLFPQ,City,Gold Membership,2016-06-15,Yes,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,12:57:26,11,610.31,16172.69,5.0,357.98984595276534,Yes,No,Yes,No Information Available,Poor Product Quality,3
fffe43004900440033003700370034003300,Dorotha Burgett,59,M,MTA1QQB,Town,No Membership,2016-04-21,?,CID52009,Without Offers,Both,Fiber_Optic,04:26:06,15,510.73,20038.13,7.0,622.29,Yes,Yes,No,Not Applicable,Poor Customer Service,5
fffe43004900440035003800300031003000,Sheron Mable,21,M,HQ6HAR9,City,Gold Membership,2016-06-30,Yes,CID3562,Without Offers,Both,Wi-Fi,22:58:37,16,1885.94,12033.6,19.0,643.88,No,Yes,No,Not Applicable,Poor Website,4
fffe43004900440032003400300034003100,Terrance Robbs,41,F,30SC3EA,City,No Membership,2015-05-26,?,CID31523,Without Offers,Both,Mobile_Data,19:14:54,10,1261.926834301818,49545.13,22.0,703.09,Yes,Yes,No,Not Applicable,Poor Product Quality,4
fffe43004900440036003200380031003000,Jacquelyne Dudgeon,25,F,XPB6RT2,City,No Membership,2015-11-02,No,xxxxxxxx,Without Offers,Both,Mobile_Data,01:06:21,18,462.58,3718.81,20.0,657.26,No,Yes,Yes,Unsolved,Too many ads,5
fffe43004900440031003200330036003300,Mona Fludd,22,F,W37Z2UH,City,Platinum Membership,2015-11-10,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:11:59,12,329.81,31999.49,29.0,753.63,No,Yes,Yes,Solved in Follow-up,Too many ads,3
fffe43004900440032003300390032003200,Luisa Vidrio,16,M,ZUULUYZ,,Silver Membership,2015-09-08,?,CID47040,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:01:04,8,49.67,28861.57,5.0,1173.2785544195694,No,Yes,No,Not Applicable,Poor Customer Service,3
fffe4300490044003800370031003700,Damaris Barfoot,40,M,YN61BMS,City,Premium Membership,2016-07-07,?,CID4457,Without Offers,Smartphone,Wi-Fi,12:38:58,24,287.43,27352.45,8.0,746.34,Yes,Yes,Yes,Solved in Follow-up,Too many ads,3
fffe43004900440031003100390038003600,Suzanna Eshleman,36,M,HI5XJH0,Town,Gold Membership,2017-10-12,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:24:22,16,145.78,43421.98,12.0,688.38,No,Yes,No,Not Applicable,Too many ads,4
fffe43004900440036003300310036003100,Pamula Brwon,21,M,9LGQDAJ,Village,Gold Membership,2016-11-02,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,03:02:55,15,461.5,25627.75,19.0,734.84,Yes,No,Yes,Unsolved,No reason specified,3
fffe43004900440032003500380030003600,Andra Fee,16,M,BSBWNXH,Town,Premium Membership,2016-12-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:20:02,8,367.94,49569.85,19.0,1266.020009511934,Yes,No,No,Not Applicable,Poor Website,3
fffe43004900440035003400350033003100,Greta Priester,60,M,PPINUF0,,Basic Membership,2017-08-12,Yes,CID53032,Without Offers,?,Fiber_Optic,16:14:11,18,60.78,2279.58,20.0,635.58,Yes,No,No,Not Applicable,Poor Website,4
fffe43004900440033003300330030003100,Xenia Wyrick,24,F,PCST9U1,Town,Silver Membership,2016-10-02,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,10:53:52,13,318.78,29987.38,15.0,705.37,No,Yes,No,Not Applicable,Poor Product Quality,-1
fffe43004900440036003300310037003300,Marilou Crosier,59,F,HQLN8S9,City,Basic Membership,2016-03-28,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,07:28:45,15,151.25,36810.87,28.0,1172.6771780097524,No,Yes,Yes,No Information Available,No reason specified,5
fffe4300490044003800320030003100,Arielle Hutton,41,M,33N67FF,Town,Premium Membership,2015-01-27,?,CID34338,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22:09:21,7,92.35,26773.72,5.0,741.6,No,Yes,No,Not Applicable,Poor Website,3
fffe43004900440032003800310035003900,Granville Frierson,57,M,T2XMEDC,Town,Gold Membership,2017-07-18,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,02:54:34,20,207.79,16135.43,11.0,760.76,Yes,No,Yes,No Information Available,Poor Website,3
fffe43004900440032003800350034003400,Azzie Magers,55,M,LBDRXZ7,Town,Silver Membership,2017-06-23,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,20:48:53,13,-822.636080871065,35115.2,20.0,735.68,No,Yes,No,Not Applicable,Poor Customer Service,3
fffe43004900440033003100330034003400,Jeanice Shook,49,F,OGTXP33,Town,Premium Membership,2016-01-14,No,xxxxxxxx,,Desktop,Mobile_Data,03:32:50,10,62.83,5800.01,9.0,393.6228380314893,No,Yes,No,Not Applicable,Products always in Stock,-1
fffe43004900440032003600360033003700,Gilda Basel,30,M,I5BP8DJ,,No Membership,2017-04-06,Yes,CID48031,Without Offers,?,Wi-Fi,00:26:01,11,99.41,10962.42,13.0,662.26,No,Yes,No,Not Applicable,Too many ads,5
fffe43004900440033003900320034003000,Nada Cantor,64,F,91QAAGW,,Silver Membership,2016-04-27,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,13:53:27,13,202.92,31295.34,16.0,1048.1218584338244,No,Yes,Yes,No Information Available,Poor Website,4
fffe43004900440035003600330033003300,Necole Vasquez,25,F,FKATBYO,Village,Basic Membership,2016-10-09,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:34:37,15,461.91,19887.13,14.0,1131.1594598239706,Yes,No,No,Not Applicable,Poor Product Quality,4
fffe43004900440031003900340034003100,Karri Cantor,42,M,HN5XDZB,Town,Basic Membership,2017-12-18,Yes,CID37386,Credit/Debit Card Offers,Desktop,Fiber_Optic,03:26:12,22,150.59,35249.02,19.0,577.11,No,Yes,Yes,Unsolved,Too many ads,5
fffe43004900440034003700330032003400,Suzanna Mattison,47,M,577TZQH,City,No Membership,2016-07-21,Yes,CID54069,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10:17:18,13,279.46,17659.91,5.0,962.9406165928826,Yes,No,Yes,No Information Available,Poor Website,4
fffe43004900440033003200340038003500,Hilde Tann,18,F,N4NSJV6,,No Membership,2015-10-31,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,19:58:44,7,1023.9973519415338,40415.41,19.0,716.44,Yes,No,Yes,Solved in Follow-up,No reason specified,4
fffe4300490044003100340031003800,Ira Starns,40,F,9LG641W,Town,Gold Membership,2015-01-22,Yes,CID37594,Credit/Debit Card Offers,Desktop,Wi-Fi,15:42:01,12,32.91,2069.43,28.0,305.0430666139362,No,Yes,Yes,No Information Available,No reason specified,3
fffe43004900440032003900350032003100,Elsa Dambrosia,44,F,YS5CIGI,City,Silver Membership,2016-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,05:41:07,19,382.58,49177.82,13.0,702.86,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,-1
fffe43004900440032003800380030003100,Gerry Capito,64,F,RWF0FEI,City,Basic Membership,2016-06-17,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:59:37,15,44.53,43392.89,25.0,656.93,Yes,No,Yes,Solved in Follow-up,No reason specified,4
fffe43004900440031003600330033003600,Mayra Corkill,20,F,3MJ5KT9,City,Gold Membership,2016-05-08,Yes,CID10249,Credit/Debit Card Offers,?,Mobile_Data,15:40:25,21,91.16,85876.71,9.0,763.52,Yes,No,Yes,Solved,Quality Customer Care,1
fffe43004900440034003000380034003400,Janel Samms,37,F,X45JN5K,,Gold Membership,2015-01-15,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,22:44:08,23,133.57,11776.26,20.0,332.6866780203578,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3
fffe43004900440035003100340032003600,Verna Samms,35,M,E357RZI,City,Basic Membership,2017-09-24,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,19:26:20,5,51.72,32065.02,Error,694.38,Yes,No,No,Not Applicable,No reason specified,4
fffe43004900440035003800300039003800,Ranae Stutts,55,M,319SG6K,City,Basic Membership,2016-09-06,?,CID18730,Credit/Debit Card Offers,Desktop,Mobile_Data,02:38:14,17,193.17,27573.86,13.0,939.70627682622,Yes,No,No,Not Applicable,Too many ads,4
fffe43004900440035003800310031003500,Cuc Goya,32,F,7UBUEI6,Village,Silver Membership,2017-12-08,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:15:23,18,32.81,1007.03,13.0,709.47,Yes,No,Yes,Solved,Quality Customer Care,2
fffe43004900440035003500340037003700,Cecile Propp,62,M,XSXMYLL,Town,Platinum Membership,2016-02-29,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:12:28,16,30.03,23754.86,24.0,776.89,Yes,No,No,Not Applicable,Too many ads,3
fffe43004900440034003700320037003500,Sallie Huggett,11,M,VSL3WOY,Town,Platinum Membership,2016-12-28,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:39:08,6,273.13,41666.39,35.85359955842267,,Yes,Yes,No,Not Applicable,Poor Website,3
fffe43004900440031003700350032003400,Dean Heier,38,F,W9ZQXID,,Gold Membership,2016-08-04,?,CID42156,Without Offers,Desktop,Fiber_Optic,16:29:16,18,139.88,30457.62,Error,,No,Yes,No,Not Applicable,Too many ads,3
fffe43004900440036003000330031003700,Magdalena Kovach,21,M,VHSG0V5,City,No Membership,2017-01-21,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:07:59,8,128.25,43073.77,21.0,640.06,No,Yes,Yes,Solved,Poor Product Quality,4
fffe43004900440032003800340030003200,Alanna Cao,39,F,EQ2DSED,City,Gold Membership,2017-10-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,02:03:19,7,153.0,5935.49,28.0,118.64948944896832,Yes,No,Yes,Solved in Follow-up,No reason specified,4
fffe43004900440032003000360038003700,Alla Perone,34,F,SQZALFE,City,Gold Membership,2017-05-21,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,21:02:40,3,33.56,35980.68,26.0,689.54,Yes,No,Yes,Unsolved,Poor Website,4
fffe43004900440035003500300031003800,Tona Olivier,12,F,056RMJR,City,Basic Membership,2017-11-06,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:55:56,19,143.37,7344.36,Error,574.49,No,Yes,No,Not Applicable,Poor Customer Service,5
fffe43004900440035003100300038003200,Ferne Omalley,53,F,VK4UENI,City,Platinum Membership,2017-05-08,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:20:16,3,251.69,70848.95,3.0,782.98,Yes,No,No,Not Applicable,User Friendly Website,2
fffe43004900440032003100340038003600,Mechelle Gagnier,24,M,NIA97TN,Town,Gold Membership,2016-07-28,Yes,CID839,Without Offers,?,Wi-Fi,02:16:30,13,554.93,32486.75,21.0,973.8823770714356,Yes,No,No,Not Applicable,Poor Customer Service,4
fffe4300490044003800350034003700,Jena Nickell,18,F,5IRW3NB,Town,Basic Membership,2015-02-08,Yes,CID23908,Without Offers,Smartphone,Mobile_Data,12:31:51,11,112.58,47333.68,Error,697.49,Yes,No,No,Not Applicable,Poor Customer Service,5
fffe43004900440035003000390030003800,Lucas Willman,14,F,5V5DQPT,City,Basic Membership,2015-02-12,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14:33:50,18,263.73,29901.92,-9.618914458579656,656.35,No,Yes,Yes,Solved in Follow-up,Poor Website,4
fffe43004900440033003700370039003900,Milagros Villalta,60,F,5CT9UZY,,Platinum Membership,2017-05-14,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:16:37,23,70.59,63477.24,17.0,1179.305487994408,Yes,No,Yes,Solved,User Friendly Website,1
fffe43004900440034003100350039003100,Barbie Mullenax,36,M,8RS8MGS,City,Platinum Membership,2015-10-04,No,xxxxxxxx,Without Offers,?,Mobile_Data,10:32:28,5,137.31,33468.29,8.0,797.26,No,Yes,No,Not Applicable,Too many ads,3
fffe43004900440033003900360030003000,Adrianna Smock,22,F,NUWX9CA,Town,No Membership,2015-11-01,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:18:08,10,198.82,16922.34,5.0,,Yes,No,Yes,Unsolved,Poor Customer Service,4
fffe43004900440035003600300031003900,Fumiko Streight,38,M,2MX9YJP,Village,No Membership,2015-10-19,Yes,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,09:57:13,15,107.66,34313.81,20.0,632.42,No,Yes,No,Not Applicable,Poor Product Quality,5
fffe43004900440033003100310034003300,Gilda Steger,32,F,4DER1FF,Town,Gold Membership,2015-11-27,?,CID24356,Without Offers,Desktop,Mobile_Data,23:53:14,17,32.53,37493.64,9.0,675.23,Yes,No,Yes,Solved,No reason specified,4
fffe4300490044003800390030003800,Kyung Troester,46,F,SZAPI19,City,Gold Membership,2016-08-31,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:09:59,19,1474.0997485027224,43307.75,7.0,696.82,No,Yes,No,Not Applicable,Too many ads,4
fffe43004900440031003300380034003000,Rolf Youngquist,52,M,FCS2QMO,City,Basic Membership,2017-01-06,Yes,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,05:24:03,17,108.75,20634.8,28.0,,No,Yes,Yes,Unsolved,Poor Website,5
fffe43004900440034003700320036003700,Rolf Zinck,59,M,Z2NBEUK,Town,No Membership,2016-08-15,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21:41:49,16,197.05,10578.9,10.0,902.3926334831152,Yes,No,No,Not Applicable,Poor Customer Service,4
fffe43004900440031003000340035003700,Fanny Degreenia,18,F,C0LMQED,City,No Membership,2016-02-13,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,18:06:34,16,35.79,8757.5,29.0,530.18,Yes,No,No,Not Applicable,Poor Website,5
fffe43004900440032003000310039003400,Raymundo Devries,63,F,VNU2J9Y,Town,Premium Membership,2015-12-05,Yes,CID51452,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:41:17,22,34.27,28861.21,18.0,752.94,No,Yes,No,Not Applicable,Poor Website,-1
fffe43004900440033003000370032003900,Araceli Lemus,38,M,B92LHZF,Town,Premium Membership,2016-02-02,Yes,CID40390,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:55:02,16,43.72,33496.8,25.0,751.17,Yes,No,Yes,Unsolved,Poor Customer Service,3
fffe43004900440034003700350031003100,Brenton Nell,25,M,SI3REQ7,Town,Basic Membership,2015-11-11,Yes,CID19877,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:49:44,11,73.19,19110.25,-17.019945060135598,508.95,Yes,No,No,Not Applicable,Poor Product Quality,5
fffe43004900440035003700370037003100,Lavern Cha,29,F,8XJBZJN,,No Membership,2015-01-16,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,04:28:28,21,200.18,20802.44,Error,861.8629244702989,No,Yes,No,Not Applicable,Poor Product Quality,5
fffe43004900440034003300390038003200,Willis Krings,62,F,XSGA8UF,Town,Gold Membership,2015-05-30,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:12:13,-999,69.23,38534.02,14.0,761.38,No,Yes,Yes,Solved,User Friendly Website,2
fffe43004900440035003000360036003700,Jeanine Polen,43,M,SLOMNFI,City,Premium Membership,2016-01-03,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:00:07,19,347.49,17514.93,5.0,755.27,Yes,No,No,Not Applicable,Poor Website,3
fffe43004900440035003900300034003200,Maryanna Leedy,47,M,HKXSCVF,Town,Platinum Membership,2015-09-23,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,03:28:09,13,190.27,80913.96,13.0,1164.2787376558604,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,2
fffe43004900440031003900380033003100,Bernadine Reeser,10,M,BP9L31E,Town,Premium Membership,2016-10-12,?,CID31786,Without Offers,Smartphone,Wi-Fi,12:16:40,9,126.45,26522.18,25.0,762.35,Yes,No,No,Not Applicable,Poor Website,3
fffe43004900440032003100300034003100,Meghann Cutler,14,F,749ZRLL,Village,Gold Membership,2017-02-20,Yes,CID35201,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:46:13,9,81.54,86688.49,5.0,781.76,Yes,No,No,Not Applicable,Products always in Stock,2
fffe4300490044003300390031003800,Lucas Pavlik,64,M,DRJ2ASX,Town,Silver Membership,2017-02-03,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:32:12,12,64.6,30279.84,12.0,768.08,Yes,No,Yes,Solved in Follow-up,Poor Website,3
fffe43004900440032003100320033003300,Genie Sorrels,31,F,H9YWCDP,Village,Platinum Membership,2016-09-12,?,CID16393,Without Offers,?,Mobile_Data,14:54:03,20,242.99,34093.68,20.0,755.99,Yes,Yes,Yes,Solved,Poor Product Quality,3
fffe43004900440031003200380036003000,Ming Borges,16,F,WBRM74M,City,Gold Membership,2017-07-09,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,14:13:24,21,-829.4586619342873,26007.93,13.0,623.68,No,Yes,Yes,No Information Available,Poor Website,4
fffe43004900440031003600340038003900,Raina Lawry,38,F,NHOT5EJ,Town,Gold Membership,2016-02-20,?,CID9496,Credit/Debit Card Offers,Smartphone,Wi-Fi,23:31:44,10,191.75,19341.6,26.0,784.73,No,Yes,Yes,Unsolved,Poor Product Quality,3
fffe43004900440031003500370030003100,Grady Omalley,58,F,7E5KRJP,Town,No Membership,2017-03-01,?,CID49682,Without Offers,?,Fiber_Optic,15:58:15,11,200.31,30880.34,12.0,691.22,Yes,No,No,Not Applicable,Too many ads,4
fffe43004900440032003100320037003800,Valentina Morgenstern,16,M,2HFGDDB,City,Basic Membership,2017-08-31,Yes,CID36004,Without Offers,Smartphone,Wi-Fi,05:06:46,15,101.35,27920.13,14.0,113.77261116975592,Yes,No,No,Not Applicable,Too many ads,4
fffe43004900440031003800340035003000,Kristeen Watrous,43,M,1RZM77M,Town,Silver Membership,2017-03-21,Yes,CID55976,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11:32:30,18,35.27,28280.06,28.0,501.19976926089294,No,Yes,No,Not Applicable,Poor Customer Service,-1
fffe4300490044003100380034003300,Walter Woodrow,15,F,FQYOLIJ,City,Silver Membership,2017-09-06,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,02:43:09,16,97.16,18998.03,15.0,736.19,No,Yes,No,Not Applicable,Too many ads,3
fffe43004900440035003000380030003100,Drucilla Brenton,18,F,A4OLA5M,City,Basic Membership,2017-07-19,?,CID36256,Credit/Debit Card Offers,Both,Fiber_Optic,08:31:39,13,728.7,45869.54,Error,589.54,No,Yes,Yes,Solved in Follow-up,Poor Website,5
fffe43004900440035003100310034003700,Kristeen Shover,22,F,QGEMDOR,,Platinum Membership,2015-04-30,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,00:48:57,14,216.48,15653.36,14.0,729.61,No,Yes,Yes,Solved,Too many ads,3
fffe43004900440036003000350034003100,Cuc Peery,30,M,2MWM6DR,City,Platinum Membership,2017-08-27,Yes,CID21530,Credit/Debit Card Offers,Both,Wi-Fi,11:30:11,12,937.71,77743.03,15.0,708.04,Yes,Yes,No,Not Applicable,Reasonable Price,2
fffe4300490044003400390039003200,Silvana Alls,23,M,NKTHTZ1,Town,Premium Membership,2015-07-03,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,23:32:26,10,183.84,3201.04,14.0,755.73,No,Yes,Yes,Solved,No reason specified,3
fffe43004900440031003200310038003200,Carmon Sprankle,52,F,QFNKC53,City,No Membership,2017-09-17,Yes,CID4207,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:55:54,8,31.55,35746.24,5.508738263523952,1052.240259203707,Yes,No,Yes,No Information Available,No reason specified,5
fffe43004900440035003800300031003600,Emmy Adan,29,F,P16U4GP,,Premium Membership,2017-01-21,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,21:53:47,12,1455.4617592302725,65263.62,16.0,429.5540724861363,Yes,Yes,Yes,No Information Available,User Friendly Website,2
fffe43004900440032003100390037003100,William Verrett,37,M,NHQ2ZMW,City,Gold Membership,2016-02-23,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,23:51:08,14,191.23,49213.28,11.0,696.8,Yes,No,Yes,Unsolved,Too many ads,4
fffe4300490044003800310034003500,Dwain Cann,12,F,GWAHGJY,Village,Premium Membership,2016-10-25,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:30:17,13,418.38,56397.21,7.0,725.89,Yes,Yes,Yes,Unsolved,Products always in Stock,2
fffe43004900440033003500300039003000,Angelyn Hollifield,35,M,KRYS0PJ,Town,Silver Membership,2015-10-05,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:19:39,6,268.73,6513.32,Error,708.08,Yes,Yes,Yes,Solved in Follow-up,Poor Website,3
fffe43004900440036003200390037003200,Suzanna Archibald,41,M,Q4Z9FP2,Town,Gold Membership,2017-03-23,No,xxxxxxxx,,Smartphone,Wi-Fi,02:44:15,10,115.25,39985.4,18.0,1209.9089540372702,Yes,No,Yes,Solved,No reason specified,3
fffe43004900440032003700310035003100,Mara Stephens,33,M,A0U985R,Village,Basic Membership,2015-06-26,Yes,CID55029,Gift Vouchers/Coupons,Smartphone,Mobile_Data,01:39:42,9,245.25,38235.53,26.0,883.6220936483069,No,Yes,No,Not Applicable,Poor Website,5
fffe430049004400330037003100,Carolann Au,50,M,YQ8QJ7Y,City,Silver Membership,2015-08-20,Yes,CID15663,Credit/Debit Card Offers,Desktop,Mobile_Data,22:21:50,8,1417.74,14717.73,21.0,692.08,Yes,No,No,Not Applicable,Poor Customer Service,4
fffe4300490044003300360031003800,Temple Sarmiento,27,M,9GMR4LW,Village,Gold Membership,2015-12-04,Yes,CID26532,Without Offers,Desktop,Mobile_Data,21:58:00,-999,814.79,32070.8,10.0,739.47,No,Yes,No,Not Applicable,No reason specified,3
fffe43004900440034003300340039003900,Neville Savoy,18,M,6MH15Y5,City,Gold Membership,2015-06-18,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,00:40:22,15,124.99,3627.95,20.0,753.84,Yes,No,No,Not Applicable,Poor Product Quality,3
fffe43004900440034003800340037003300,Steve Raminez,12,F,2W6RTAQ,City,No Membership,2016-12-24,Yes,CID35456,Without Offers,?,Fiber_Optic,20:22:24,2,535.46,44246.21,29.0,1060.91742988614,No,Yes,No,Not Applicable,Poor Customer Service,5
fffe43004900440033003900380035003600,Angla Groff,54,F,ZSTLZ2E,City,Premium Membership,2016-03-20,Yes,CID63224,Without Offers,?,Wi-Fi,11:26:28,23,59.08,36440.91,15.0,1638.2755796701956,Yes,No,No,Not Applicable,Poor Customer Service,3
fffe43004900440034003400360033003300,Cami Weston,28,F,7MFBDM7,City,Basic Membership,2015-05-24,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,16:32:39,11,184.58,19295.31,26.0,718.59,Yes,No,No,Not Applicable,Too many ads,4
fffe4300490044003900320035003200,Janelle Straughter,36,F,Y0AJ0O3,,No Membership,2015-08-11,?,CID41446,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:32:55,14,187.56,22112.14,7.0,634.77,No,Yes,No,Not Applicable,Poor Website,4
fffe43004900440033003700370030003700,Elke Tracey,53,M,INNRUNZ,City,Basic Membership,2016-12-15,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,18:18:33,12,-599.5598224869865,41319.81,18.0,625.88,Yes,No,Yes,Unsolved,No reason specified,4
fffe43004900440031003100310039003300,Karoline Wiltse,12,F,F6PS8PZ,Town,Gold Membership,2017-06-02,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,07:15:44,13,49.19,35209.09,10.0,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,1
fffe43004900440032003700390038003500,Jeannette Janes,34,M,OP40DJV,City,Basic Membership,2017-12-09,Yes,CID23015,Without Offers,?,Wi-Fi,20:26:28,12,110.62,5634.35,18.0,558.93,Yes,No,Yes,Solved,No reason specified,5
fffe43004900440033003600330035003300,Kendrick Toller,15,F,I1LUW9I,Town,Platinum Membership,2016-12-08,Yes,CID60672,Gift Vouchers/Coupons,Desktop,Mobile_Data,03:24:22,19,200.71,38787.68,35.36276525797023,764.44,No,Yes,No,Not Applicable,Quality Customer Care,2
fffe43004900440034003900340039003200,Larae Furness,47,M,5OQDPA6,City,No Membership,2015-01-20,Yes,CID32466,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:35:33,22,162.13,4686.76,16.0,596.0,Yes,No,Yes,No Information Available,Poor Website,5
fffe43004900440034003100320031003800,Loriann Austria,43,F,H9Y6CBZ,Town,Premium Membership,2017-08-27,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:42:41,20,35.03,1649.86,13.0,737.27,No,Yes,Yes,Solved in Follow-up,Too many ads,3
fffe43004900440035003300380037003200,Marilou Fragale,54,M,QARH8JT,City,Gold Membership,2017-04-09,No,xxxxxxxx,Without Offers,?,Wi-Fi,19:47:55,6,94.98,29217.32,13.0,702.21,No,Yes,Yes,No Information Available,Poor Customer Service,3
fffe4300490044003800330033003100,Keren Finnell,48,M,MZ0SPV1,City,No Membership,2016-10-21,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,12:41:10,4,170.84,14269.2,16.0,638.53,Yes,No,Yes,No Information Available,No reason specified,5
fffe43004900440035003500350038003300,Nilda Julian,56,F,VLW9NEE,City,No Membership,2016-02-13,?,CID37069,Credit/Debit Card Offers,Desktop,Wi-Fi,02:30:23,7,90.23,46722.66,17.0,680.29,Yes,No,Yes,No Information Available,Poor Customer Service,4
fffe43004900440033003000300032003800,Caroline Kennard,33,F,PUOQ8IH,Town,Basic Membership,2017-10-23,?,CID38058,Without Offers,Both,Mobile_Data,04:33:07,5,353.41,24636.39,7.0,1138.7416168159766,Yes,Yes,Yes,Solved,Poor Customer Service,-1
